xPath,yPath
../augmented/train/x_18870.jpg,../augmented/train/y_18870.jpg
../augmented/train/x_20719.jpg,../augmented/train/y_20719.jpg
../augmented/train/x_21826.jpg,../augmented/train/y_21826.jpg
../augmented/train/x_14852.jpg,../augmented/train/y_14852.jpg
../augmented/train/x_1004.jpg,../augmented/train/y_1004.jpg
../augmented/train/x_516.jpg,../augmented/train/y_516.jpg
../augmented/train/x_10307.jpg,../augmented/train/y_10307.jpg
../augmented/train/x_11419.jpg,../augmented/train/y_11419.jpg
../augmented/train/x_20838.jpg,../augmented/train/y_20838.jpg
../augmented/train/x_8308.jpg,../augmented/train/y_8308.jpg
../augmented/train/x_15806.jpg,../augmented/train/y_15806.jpg
../augmented/train/x_12402.jpg,../augmented/train/y_12402.jpg
../augmented/train/x_8588.jpg,../augmented/train/y_8588.jpg
../augmented/train/x_23628.jpg,../augmented/train/y_23628.jpg
../augmented/train/x_19070.jpg,../augmented/train/y_19070.jpg
../augmented/train/x_21213.jpg,../augmented/train/y_21213.jpg
../augmented/train/x_3844.jpg,../augmented/train/y_3844.jpg
../augmented/train/x_3601.jpg,../augmented/train/y_3601.jpg
../augmented/train/x_4908.jpg,../augmented/train/y_4908.jpg
../augmented/train/x_13050.jpg,../augmented/train/y_13050.jpg
../augmented/train/x_6684.jpg,../augmented/train/y_6684.jpg
../augmented/train/x_6056.jpg,../augmented/train/y_6056.jpg
../augmented/train/x_5679.jpg,../augmented/train/y_5679.jpg
../augmented/train/x_10471.jpg,../augmented/train/y_10471.jpg
../augmented/train/x_19594.jpg,../augmented/train/y_19594.jpg
../augmented/train/x_16373.jpg,../augmented/train/y_16373.jpg
../augmented/train/x_11914.jpg,../augmented/train/y_11914.jpg
../augmented/train/x_24441.jpg,../augmented/train/y_24441.jpg
../augmented/train/x_22440.jpg,../augmented/train/y_22440.jpg
../augmented/train/x_3358.jpg,../augmented/train/y_3358.jpg
../augmented/train/x_18869.jpg,../augmented/train/y_18869.jpg
../augmented/train/x_22781.jpg,../augmented/train/y_22781.jpg
../augmented/train/x_23261.jpg,../augmented/train/y_23261.jpg
../augmented/train/x_17006.jpg,../augmented/train/y_17006.jpg
../augmented/train/x_24619.jpg,../augmented/train/y_24619.jpg
../augmented/train/x_19211.jpg,../augmented/train/y_19211.jpg
../augmented/train/x_2440.jpg,../augmented/train/y_2440.jpg
../augmented/train/x_17450.jpg,../augmented/train/y_17450.jpg
../augmented/train/x_9908.jpg,../augmented/train/y_9908.jpg
../augmented/train/x_37.jpg,../augmented/train/y_37.jpg
../augmented/train/x_21597.jpg,../augmented/train/y_21597.jpg
../augmented/train/x_17716.jpg,../augmented/train/y_17716.jpg
../augmented/train/x_1126.jpg,../augmented/train/y_1126.jpg
../augmented/train/x_10523.jpg,../augmented/train/y_10523.jpg
../augmented/train/x_18519.jpg,../augmented/train/y_18519.jpg
../augmented/train/x_8703.jpg,../augmented/train/y_8703.jpg
../augmented/train/x_7870.jpg,../augmented/train/y_7870.jpg
../augmented/train/x_9822.jpg,../augmented/train/y_9822.jpg
../augmented/train/x_5693.jpg,../augmented/train/y_5693.jpg
../augmented/train/x_21376.jpg,../augmented/train/y_21376.jpg
../augmented/train/x_17689.jpg,../augmented/train/y_17689.jpg
../augmented/train/x_13832.jpg,../augmented/train/y_13832.jpg
../augmented/train/x_10601.jpg,../augmented/train/y_10601.jpg
../augmented/train/x_13547.jpg,../augmented/train/y_13547.jpg
../augmented/train/x_7565.jpg,../augmented/train/y_7565.jpg
../augmented/train/x_22810.jpg,../augmented/train/y_22810.jpg
../augmented/train/x_18937.jpg,../augmented/train/y_18937.jpg
../augmented/train/x_6220.jpg,../augmented/train/y_6220.jpg
../augmented/train/x_19208.jpg,../augmented/train/y_19208.jpg
../augmented/train/x_22828.jpg,../augmented/train/y_22828.jpg
../augmented/train/x_15303.jpg,../augmented/train/y_15303.jpg
../augmented/train/x_22794.jpg,../augmented/train/y_22794.jpg
../augmented/train/x_15724.jpg,../augmented/train/y_15724.jpg
../augmented/train/x_7582.jpg,../augmented/train/y_7582.jpg
../augmented/train/x_1427.jpg,../augmented/train/y_1427.jpg
../augmented/train/x_15838.jpg,../augmented/train/y_15838.jpg
../augmented/train/x_13343.jpg,../augmented/train/y_13343.jpg
../augmented/train/x_22814.jpg,../augmented/train/y_22814.jpg
../augmented/train/x_6257.jpg,../augmented/train/y_6257.jpg
../augmented/train/x_20412.jpg,../augmented/train/y_20412.jpg
../augmented/train/x_13864.jpg,../augmented/train/y_13864.jpg
../augmented/train/x_14295.jpg,../augmented/train/y_14295.jpg
../augmented/train/x_18721.jpg,../augmented/train/y_18721.jpg
../augmented/train/x_1084.jpg,../augmented/train/y_1084.jpg
../augmented/train/x_14404.jpg,../augmented/train/y_14404.jpg
../augmented/train/x_5686.jpg,../augmented/train/y_5686.jpg
../augmented/train/x_4913.jpg,../augmented/train/y_4913.jpg
../augmented/train/x_15140.jpg,../augmented/train/y_15140.jpg
../augmented/train/x_19210.jpg,../augmented/train/y_19210.jpg
../augmented/train/x_3551.jpg,../augmented/train/y_3551.jpg
../augmented/train/x_3070.jpg,../augmented/train/y_3070.jpg
../augmented/train/x_7588.jpg,../augmented/train/y_7588.jpg
../augmented/train/x_201.jpg,../augmented/train/y_201.jpg
../augmented/train/x_12687.jpg,../augmented/train/y_12687.jpg
../augmented/train/x_8838.jpg,../augmented/train/y_8838.jpg
../augmented/train/x_8925.jpg,../augmented/train/y_8925.jpg
../augmented/train/x_5037.jpg,../augmented/train/y_5037.jpg
../augmented/train/x_760.jpg,../augmented/train/y_760.jpg
../augmented/train/x_11816.jpg,../augmented/train/y_11816.jpg
../augmented/train/x_14304.jpg,../augmented/train/y_14304.jpg
../augmented/train/x_23167.jpg,../augmented/train/y_23167.jpg
../augmented/train/x_4866.jpg,../augmented/train/y_4866.jpg
../augmented/train/x_13067.jpg,../augmented/train/y_13067.jpg
../augmented/train/x_4717.jpg,../augmented/train/y_4717.jpg
../augmented/train/x_20489.jpg,../augmented/train/y_20489.jpg
../augmented/train/x_14613.jpg,../augmented/train/y_14613.jpg
../augmented/train/x_8561.jpg,../augmented/train/y_8561.jpg
../augmented/train/x_24409.jpg,../augmented/train/y_24409.jpg
../augmented/train/x_10359.jpg,../augmented/train/y_10359.jpg
../augmented/train/x_17118.jpg,../augmented/train/y_17118.jpg
../augmented/train/x_6128.jpg,../augmented/train/y_6128.jpg
../augmented/train/x_2463.jpg,../augmented/train/y_2463.jpg
../augmented/train/x_8505.jpg,../augmented/train/y_8505.jpg
../augmented/train/x_10353.jpg,../augmented/train/y_10353.jpg
../augmented/train/x_14074.jpg,../augmented/train/y_14074.jpg
../augmented/train/x_2232.jpg,../augmented/train/y_2232.jpg
../augmented/train/x_13806.jpg,../augmented/train/y_13806.jpg
../augmented/train/x_14339.jpg,../augmented/train/y_14339.jpg
../augmented/train/x_3580.jpg,../augmented/train/y_3580.jpg
../augmented/train/x_23062.jpg,../augmented/train/y_23062.jpg
../augmented/train/x_22937.jpg,../augmented/train/y_22937.jpg
../augmented/train/x_15803.jpg,../augmented/train/y_15803.jpg
../augmented/train/x_8825.jpg,../augmented/train/y_8825.jpg
../augmented/train/x_5050.jpg,../augmented/train/y_5050.jpg
../augmented/train/x_4597.jpg,../augmented/train/y_4597.jpg
../augmented/train/x_17926.jpg,../augmented/train/y_17926.jpg
../augmented/train/x_23142.jpg,../augmented/train/y_23142.jpg
../augmented/train/x_10415.jpg,../augmented/train/y_10415.jpg
../augmented/train/x_5452.jpg,../augmented/train/y_5452.jpg
../augmented/train/x_9227.jpg,../augmented/train/y_9227.jpg
../augmented/train/x_11356.jpg,../augmented/train/y_11356.jpg
../augmented/train/x_7495.jpg,../augmented/train/y_7495.jpg
../augmented/train/x_8789.jpg,../augmented/train/y_8789.jpg
../augmented/train/x_19852.jpg,../augmented/train/y_19852.jpg
../augmented/train/x_13736.jpg,../augmented/train/y_13736.jpg
../augmented/train/x_13548.jpg,../augmented/train/y_13548.jpg
../augmented/train/x_7438.jpg,../augmented/train/y_7438.jpg
../augmented/train/x_9871.jpg,../augmented/train/y_9871.jpg
../augmented/train/x_3023.jpg,../augmented/train/y_3023.jpg
../augmented/train/x_17488.jpg,../augmented/train/y_17488.jpg
../augmented/train/x_23987.jpg,../augmented/train/y_23987.jpg
../augmented/train/x_14977.jpg,../augmented/train/y_14977.jpg
../augmented/train/x_1156.jpg,../augmented/train/y_1156.jpg
../augmented/train/x_7823.jpg,../augmented/train/y_7823.jpg
../augmented/train/x_15678.jpg,../augmented/train/y_15678.jpg
../augmented/train/x_16403.jpg,../augmented/train/y_16403.jpg
../augmented/train/x_7113.jpg,../augmented/train/y_7113.jpg
../augmented/train/x_1104.jpg,../augmented/train/y_1104.jpg
../augmented/train/x_14791.jpg,../augmented/train/y_14791.jpg
../augmented/train/x_13072.jpg,../augmented/train/y_13072.jpg
../augmented/train/x_20066.jpg,../augmented/train/y_20066.jpg
../augmented/train/x_23815.jpg,../augmented/train/y_23815.jpg
../augmented/train/x_6884.jpg,../augmented/train/y_6884.jpg
../augmented/train/x_15450.jpg,../augmented/train/y_15450.jpg
../augmented/train/x_845.jpg,../augmented/train/y_845.jpg
../augmented/train/x_274.jpg,../augmented/train/y_274.jpg
../augmented/train/x_6456.jpg,../augmented/train/y_6456.jpg
../augmented/train/x_12771.jpg,../augmented/train/y_12771.jpg
../augmented/train/x_13169.jpg,../augmented/train/y_13169.jpg
../augmented/train/x_24646.jpg,../augmented/train/y_24646.jpg
../augmented/train/x_8761.jpg,../augmented/train/y_8761.jpg
../augmented/train/x_9836.jpg,../augmented/train/y_9836.jpg
../augmented/train/x_1901.jpg,../augmented/train/y_1901.jpg
../augmented/train/x_2932.jpg,../augmented/train/y_2932.jpg
../augmented/train/x_1765.jpg,../augmented/train/y_1765.jpg
../augmented/train/x_16931.jpg,../augmented/train/y_16931.jpg
../augmented/train/x_16479.jpg,../augmented/train/y_16479.jpg
../augmented/train/x_6936.jpg,../augmented/train/y_6936.jpg
../augmented/train/x_5369.jpg,../augmented/train/y_5369.jpg
../augmented/train/x_23533.jpg,../augmented/train/y_23533.jpg
../augmented/train/x_6473.jpg,../augmented/train/y_6473.jpg
../augmented/train/x_13140.jpg,../augmented/train/y_13140.jpg
../augmented/train/x_833.jpg,../augmented/train/y_833.jpg
../augmented/train/x_13172.jpg,../augmented/train/y_13172.jpg
../augmented/train/x_17363.jpg,../augmented/train/y_17363.jpg
../augmented/train/x_4964.jpg,../augmented/train/y_4964.jpg
../augmented/train/x_11078.jpg,../augmented/train/y_11078.jpg
../augmented/train/x_10744.jpg,../augmented/train/y_10744.jpg
../augmented/train/x_1232.jpg,../augmented/train/y_1232.jpg
../augmented/train/x_4960.jpg,../augmented/train/y_4960.jpg
../augmented/train/x_5521.jpg,../augmented/train/y_5521.jpg
../augmented/train/x_11281.jpg,../augmented/train/y_11281.jpg
../augmented/train/x_4368.jpg,../augmented/train/y_4368.jpg
../augmented/train/x_2686.jpg,../augmented/train/y_2686.jpg
../augmented/train/x_2954.jpg,../augmented/train/y_2954.jpg
../augmented/train/x_24778.jpg,../augmented/train/y_24778.jpg
../augmented/train/x_19715.jpg,../augmented/train/y_19715.jpg
../augmented/train/x_8304.jpg,../augmented/train/y_8304.jpg
../augmented/train/x_7409.jpg,../augmented/train/y_7409.jpg
../augmented/train/x_21401.jpg,../augmented/train/y_21401.jpg
../augmented/train/x_3267.jpg,../augmented/train/y_3267.jpg
../augmented/train/x_5620.jpg,../augmented/train/y_5620.jpg
../augmented/train/x_10067.jpg,../augmented/train/y_10067.jpg
../augmented/train/x_14369.jpg,../augmented/train/y_14369.jpg
../augmented/train/x_20962.jpg,../augmented/train/y_20962.jpg
../augmented/train/x_14088.jpg,../augmented/train/y_14088.jpg
../augmented/train/x_21695.jpg,../augmented/train/y_21695.jpg
../augmented/train/x_6049.jpg,../augmented/train/y_6049.jpg
../augmented/train/x_10587.jpg,../augmented/train/y_10587.jpg
../augmented/train/x_10040.jpg,../augmented/train/y_10040.jpg
../augmented/train/x_14461.jpg,../augmented/train/y_14461.jpg
../augmented/train/x_19962.jpg,../augmented/train/y_19962.jpg
../augmented/train/x_14677.jpg,../augmented/train/y_14677.jpg
../augmented/train/x_144.jpg,../augmented/train/y_144.jpg
../augmented/train/x_21543.jpg,../augmented/train/y_21543.jpg
../augmented/train/x_23515.jpg,../augmented/train/y_23515.jpg
../augmented/train/x_19218.jpg,../augmented/train/y_19218.jpg
../augmented/train/x_1488.jpg,../augmented/train/y_1488.jpg
../augmented/train/x_11651.jpg,../augmented/train/y_11651.jpg
../augmented/train/x_329.jpg,../augmented/train/y_329.jpg
../augmented/train/x_1824.jpg,../augmented/train/y_1824.jpg
../augmented/train/x_7183.jpg,../augmented/train/y_7183.jpg
../augmented/train/x_4818.jpg,../augmented/train/y_4818.jpg
../augmented/train/x_7602.jpg,../augmented/train/y_7602.jpg
../augmented/train/x_10511.jpg,../augmented/train/y_10511.jpg
../augmented/train/x_260.jpg,../augmented/train/y_260.jpg
../augmented/train/x_10974.jpg,../augmented/train/y_10974.jpg
../augmented/train/x_22619.jpg,../augmented/train/y_22619.jpg
../augmented/train/x_14532.jpg,../augmented/train/y_14532.jpg
../augmented/train/x_19768.jpg,../augmented/train/y_19768.jpg
../augmented/train/x_9361.jpg,../augmented/train/y_9361.jpg
../augmented/train/x_17356.jpg,../augmented/train/y_17356.jpg
../augmented/train/x_13577.jpg,../augmented/train/y_13577.jpg
../augmented/train/x_23340.jpg,../augmented/train/y_23340.jpg
../augmented/train/x_12404.jpg,../augmented/train/y_12404.jpg
../augmented/train/x_19943.jpg,../augmented/train/y_19943.jpg
../augmented/train/x_23761.jpg,../augmented/train/y_23761.jpg
../augmented/train/x_24405.jpg,../augmented/train/y_24405.jpg
../augmented/train/x_5405.jpg,../augmented/train/y_5405.jpg
../augmented/train/x_24005.jpg,../augmented/train/y_24005.jpg
../augmented/train/x_20074.jpg,../augmented/train/y_20074.jpg
../augmented/train/x_11137.jpg,../augmented/train/y_11137.jpg
../augmented/train/x_24043.jpg,../augmented/train/y_24043.jpg
../augmented/train/x_18503.jpg,../augmented/train/y_18503.jpg
../augmented/train/x_12328.jpg,../augmented/train/y_12328.jpg
../augmented/train/x_14176.jpg,../augmented/train/y_14176.jpg
../augmented/train/x_13309.jpg,../augmented/train/y_13309.jpg
../augmented/train/x_15647.jpg,../augmented/train/y_15647.jpg
../augmented/train/x_7915.jpg,../augmented/train/y_7915.jpg
../augmented/train/x_1897.jpg,../augmented/train/y_1897.jpg
../augmented/train/x_14824.jpg,../augmented/train/y_14824.jpg
../augmented/train/x_10546.jpg,../augmented/train/y_10546.jpg
../augmented/train/x_10312.jpg,../augmented/train/y_10312.jpg
../augmented/train/x_13093.jpg,../augmented/train/y_13093.jpg
../augmented/train/x_14652.jpg,../augmented/train/y_14652.jpg
../augmented/train/x_13835.jpg,../augmented/train/y_13835.jpg
../augmented/train/x_16921.jpg,../augmented/train/y_16921.jpg
../augmented/train/x_10033.jpg,../augmented/train/y_10033.jpg
../augmented/train/x_16239.jpg,../augmented/train/y_16239.jpg
../augmented/train/x_4122.jpg,../augmented/train/y_4122.jpg
../augmented/train/x_4195.jpg,../augmented/train/y_4195.jpg
../augmented/train/x_10162.jpg,../augmented/train/y_10162.jpg
../augmented/train/x_20398.jpg,../augmented/train/y_20398.jpg
../augmented/train/x_6244.jpg,../augmented/train/y_6244.jpg
../augmented/train/x_10649.jpg,../augmented/train/y_10649.jpg
../augmented/train/x_20552.jpg,../augmented/train/y_20552.jpg
../augmented/train/x_9568.jpg,../augmented/train/y_9568.jpg
../augmented/train/x_17327.jpg,../augmented/train/y_17327.jpg
../augmented/train/x_8302.jpg,../augmented/train/y_8302.jpg
../augmented/train/x_14963.jpg,../augmented/train/y_14963.jpg
../augmented/train/x_16790.jpg,../augmented/train/y_16790.jpg
../augmented/train/x_16956.jpg,../augmented/train/y_16956.jpg
../augmented/train/x_9572.jpg,../augmented/train/y_9572.jpg
../augmented/train/x_14228.jpg,../augmented/train/y_14228.jpg
../augmented/train/x_1115.jpg,../augmented/train/y_1115.jpg
../augmented/train/x_16085.jpg,../augmented/train/y_16085.jpg
../augmented/train/x_10148.jpg,../augmented/train/y_10148.jpg
../augmented/train/x_20128.jpg,../augmented/train/y_20128.jpg
../augmented/train/x_14883.jpg,../augmented/train/y_14883.jpg
../augmented/train/x_14041.jpg,../augmented/train/y_14041.jpg
../augmented/train/x_8681.jpg,../augmented/train/y_8681.jpg
../augmented/train/x_16286.jpg,../augmented/train/y_16286.jpg
../augmented/train/x_4484.jpg,../augmented/train/y_4484.jpg
../augmented/train/x_447.jpg,../augmented/train/y_447.jpg
../augmented/train/x_11740.jpg,../augmented/train/y_11740.jpg
../augmented/train/x_2028.jpg,../augmented/train/y_2028.jpg
../augmented/train/x_13245.jpg,../augmented/train/y_13245.jpg
../augmented/train/x_15291.jpg,../augmented/train/y_15291.jpg
../augmented/train/x_2212.jpg,../augmented/train/y_2212.jpg
../augmented/train/x_3916.jpg,../augmented/train/y_3916.jpg
../augmented/train/x_18134.jpg,../augmented/train/y_18134.jpg
../augmented/train/x_3422.jpg,../augmented/train/y_3422.jpg
../augmented/train/x_1645.jpg,../augmented/train/y_1645.jpg
../augmented/train/x_2989.jpg,../augmented/train/y_2989.jpg
../augmented/train/x_20497.jpg,../augmented/train/y_20497.jpg
../augmented/train/x_3506.jpg,../augmented/train/y_3506.jpg
../augmented/train/x_19236.jpg,../augmented/train/y_19236.jpg
../augmented/train/x_14266.jpg,../augmented/train/y_14266.jpg
../augmented/train/x_8616.jpg,../augmented/train/y_8616.jpg
../augmented/train/x_18346.jpg,../augmented/train/y_18346.jpg
../augmented/train/x_24152.jpg,../augmented/train/y_24152.jpg
../augmented/train/x_7086.jpg,../augmented/train/y_7086.jpg
../augmented/train/x_11881.jpg,../augmented/train/y_11881.jpg
../augmented/train/x_1202.jpg,../augmented/train/y_1202.jpg
../augmented/train/x_19470.jpg,../augmented/train/y_19470.jpg
../augmented/train/x_15686.jpg,../augmented/train/y_15686.jpg
../augmented/train/x_20520.jpg,../augmented/train/y_20520.jpg
../augmented/train/x_14205.jpg,../augmented/train/y_14205.jpg
../augmented/train/x_808.jpg,../augmented/train/y_808.jpg
../augmented/train/x_5936.jpg,../augmented/train/y_5936.jpg
../augmented/train/x_6196.jpg,../augmented/train/y_6196.jpg
../augmented/train/x_902.jpg,../augmented/train/y_902.jpg
../augmented/train/x_24755.jpg,../augmented/train/y_24755.jpg
../augmented/train/x_5855.jpg,../augmented/train/y_5855.jpg
../augmented/train/x_10183.jpg,../augmented/train/y_10183.jpg
../augmented/train/x_4591.jpg,../augmented/train/y_4591.jpg
../augmented/train/x_1732.jpg,../augmented/train/y_1732.jpg
../augmented/train/x_18783.jpg,../augmented/train/y_18783.jpg
../augmented/train/x_7786.jpg,../augmented/train/y_7786.jpg
../augmented/train/x_20567.jpg,../augmented/train/y_20567.jpg
../augmented/train/x_5555.jpg,../augmented/train/y_5555.jpg
../augmented/train/x_8785.jpg,../augmented/train/y_8785.jpg
../augmented/train/x_16690.jpg,../augmented/train/y_16690.jpg
../augmented/train/x_10643.jpg,../augmented/train/y_10643.jpg
../augmented/train/x_16446.jpg,../augmented/train/y_16446.jpg
../augmented/train/x_1037.jpg,../augmented/train/y_1037.jpg
../augmented/train/x_20192.jpg,../augmented/train/y_20192.jpg
../augmented/train/x_4493.jpg,../augmented/train/y_4493.jpg
../augmented/train/x_14656.jpg,../augmented/train/y_14656.jpg
../augmented/train/x_4713.jpg,../augmented/train/y_4713.jpg
../augmented/train/x_23459.jpg,../augmented/train/y_23459.jpg
../augmented/train/x_1311.jpg,../augmented/train/y_1311.jpg
../augmented/train/x_1047.jpg,../augmented/train/y_1047.jpg
../augmented/train/x_2037.jpg,../augmented/train/y_2037.jpg
../augmented/train/x_16514.jpg,../augmented/train/y_16514.jpg
../augmented/train/x_20093.jpg,../augmented/train/y_20093.jpg
../augmented/train/x_11988.jpg,../augmented/train/y_11988.jpg
../augmented/train/x_8488.jpg,../augmented/train/y_8488.jpg
../augmented/train/x_2677.jpg,../augmented/train/y_2677.jpg
../augmented/train/x_10641.jpg,../augmented/train/y_10641.jpg
../augmented/train/x_20463.jpg,../augmented/train/y_20463.jpg
../augmented/train/x_2215.jpg,../augmented/train/y_2215.jpg
../augmented/train/x_13522.jpg,../augmented/train/y_13522.jpg
../augmented/train/x_3717.jpg,../augmented/train/y_3717.jpg
../augmented/train/x_13567.jpg,../augmented/train/y_13567.jpg
../augmented/train/x_16488.jpg,../augmented/train/y_16488.jpg
../augmented/train/x_13868.jpg,../augmented/train/y_13868.jpg
../augmented/train/x_9945.jpg,../augmented/train/y_9945.jpg
../augmented/train/x_8105.jpg,../augmented/train/y_8105.jpg
../augmented/train/x_7814.jpg,../augmented/train/y_7814.jpg
../augmented/train/x_14411.jpg,../augmented/train/y_14411.jpg
../augmented/train/x_3822.jpg,../augmented/train/y_3822.jpg
../augmented/train/x_10561.jpg,../augmented/train/y_10561.jpg
../augmented/train/x_1278.jpg,../augmented/train/y_1278.jpg
../augmented/train/x_7349.jpg,../augmented/train/y_7349.jpg
../augmented/train/x_18326.jpg,../augmented/train/y_18326.jpg
../augmented/train/x_21116.jpg,../augmented/train/y_21116.jpg
../augmented/train/x_13307.jpg,../augmented/train/y_13307.jpg
../augmented/train/x_15944.jpg,../augmented/train/y_15944.jpg
../augmented/train/x_16303.jpg,../augmented/train/y_16303.jpg
../augmented/train/x_13323.jpg,../augmented/train/y_13323.jpg
../augmented/train/x_7406.jpg,../augmented/train/y_7406.jpg
../augmented/train/x_20444.jpg,../augmented/train/y_20444.jpg
../augmented/train/x_11152.jpg,../augmented/train/y_11152.jpg
../augmented/train/x_20725.jpg,../augmented/train/y_20725.jpg
../augmented/train/x_13758.jpg,../augmented/train/y_13758.jpg
../augmented/train/x_18003.jpg,../augmented/train/y_18003.jpg
../augmented/train/x_17943.jpg,../augmented/train/y_17943.jpg
../augmented/train/x_16587.jpg,../augmented/train/y_16587.jpg
../augmented/train/x_5996.jpg,../augmented/train/y_5996.jpg
../augmented/train/x_23542.jpg,../augmented/train/y_23542.jpg
../augmented/train/x_14414.jpg,../augmented/train/y_14414.jpg
../augmented/train/x_5190.jpg,../augmented/train/y_5190.jpg
../augmented/train/x_8792.jpg,../augmented/train/y_8792.jpg
../augmented/train/x_13995.jpg,../augmented/train/y_13995.jpg
../augmented/train/x_16552.jpg,../augmented/train/y_16552.jpg
../augmented/train/x_1481.jpg,../augmented/train/y_1481.jpg
../augmented/train/x_8509.jpg,../augmented/train/y_8509.jpg
../augmented/train/x_15579.jpg,../augmented/train/y_15579.jpg
../augmented/train/x_18607.jpg,../augmented/train/y_18607.jpg
../augmented/train/x_19303.jpg,../augmented/train/y_19303.jpg
../augmented/train/x_227.jpg,../augmented/train/y_227.jpg
../augmented/train/x_4074.jpg,../augmented/train/y_4074.jpg
../augmented/train/x_20060.jpg,../augmented/train/y_20060.jpg
../augmented/train/x_7283.jpg,../augmented/train/y_7283.jpg
../augmented/train/x_16428.jpg,../augmented/train/y_16428.jpg
../augmented/train/x_14356.jpg,../augmented/train/y_14356.jpg
../augmented/train/x_22196.jpg,../augmented/train/y_22196.jpg
../augmented/train/x_5999.jpg,../augmented/train/y_5999.jpg
../augmented/train/x_2421.jpg,../augmented/train/y_2421.jpg
../augmented/train/x_17882.jpg,../augmented/train/y_17882.jpg
../augmented/train/x_23187.jpg,../augmented/train/y_23187.jpg
../augmented/train/x_8209.jpg,../augmented/train/y_8209.jpg
../augmented/train/x_24345.jpg,../augmented/train/y_24345.jpg
../augmented/train/x_2039.jpg,../augmented/train/y_2039.jpg
../augmented/train/x_10053.jpg,../augmented/train/y_10053.jpg
../augmented/train/x_13415.jpg,../augmented/train/y_13415.jpg
../augmented/train/x_1036.jpg,../augmented/train/y_1036.jpg
../augmented/train/x_17764.jpg,../augmented/train/y_17764.jpg
../augmented/train/x_9743.jpg,../augmented/train/y_9743.jpg
../augmented/train/x_17101.jpg,../augmented/train/y_17101.jpg
../augmented/train/x_8152.jpg,../augmented/train/y_8152.jpg
../augmented/train/x_21061.jpg,../augmented/train/y_21061.jpg
../augmented/train/x_4720.jpg,../augmented/train/y_4720.jpg
../augmented/train/x_24634.jpg,../augmented/train/y_24634.jpg
../augmented/train/x_10028.jpg,../augmented/train/y_10028.jpg
../augmented/train/x_97.jpg,../augmented/train/y_97.jpg
../augmented/train/x_22497.jpg,../augmented/train/y_22497.jpg
../augmented/train/x_21764.jpg,../augmented/train/y_21764.jpg
../augmented/train/x_4413.jpg,../augmented/train/y_4413.jpg
../augmented/train/x_2842.jpg,../augmented/train/y_2842.jpg
../augmented/train/x_8500.jpg,../augmented/train/y_8500.jpg
../augmented/train/x_7222.jpg,../augmented/train/y_7222.jpg
../augmented/train/x_10392.jpg,../augmented/train/y_10392.jpg
../augmented/train/x_4956.jpg,../augmented/train/y_4956.jpg
../augmented/train/x_3951.jpg,../augmented/train/y_3951.jpg
../augmented/train/x_7549.jpg,../augmented/train/y_7549.jpg
../augmented/train/x_19112.jpg,../augmented/train/y_19112.jpg
../augmented/train/x_9114.jpg,../augmented/train/y_9114.jpg
../augmented/train/x_13055.jpg,../augmented/train/y_13055.jpg
